TIME,ARDUINO_TIME,EULER_Z,ADD_CUR,TARGET,RPBUF1,RPBUF2,RPBUF3,RPBUF4,RPBUF5,RPBUF6,RPBUF7,RPBUF8,POSBUF1,POSBUF2,POSBUF3,POSBUF4,POSBUF5,POSBUF6,POSBUF7,POSBUF8
0.008488178253173828,31,-21.63,8,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.024801969528198242,46,-20.32,984,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.03701472282409668,62,-2.00,985,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.04979586601257324,74,-20.00,981,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.06579208374023438,89,-20.24,982,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.08264303207397461,105,-20.27,-20,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0989084243774414,122,-20.40,992,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.1153264045715332,137,-20.48,994,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.12749648094177246,149,-20.51,989,294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.14361786842346191,165,-20.40,991,321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.15941810607910156,181,-2.00,1001,345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.17584991455078125,198,-20.65,1002,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.18832898139953613,214,-20.67,1003,391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.2047414779663086,229,-20.69,1005,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.22144842147827148,242,0.00,1007,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.23775959014892578,258,0.00,1018,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.25380659103393555,273,-21.01,-21,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.266430139541626,290,-21.06,1022,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.28270506858825684,306,-21.09,1023,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.2990288734436035,321,-21.12,1025,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.31529974937438965,334,-21.16,1028,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.3317446708679199,350,-21.25,1030,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.34389400482177734,371,0.00,1032,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.3600733280181885,382,-21.29,0,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.37645983695983887,397,-21.33,1035,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.39286184310913086,414,-21.36,1,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.4092750549316406,431,-21.42,1040,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.4258613586425781,447,-21.45,1,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.4423215389251709,464,-21.47,1040,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.45853114128112793,481,-21.46,1,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.4752683639526367,498,-21.41,1038,394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.4915938377380371,514,-21.42,10,373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.508073091506958,530,-21.44,1039,351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5241575241088867,547,-21.45,1,325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5406234264373779,563,-21.54,1046,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5570323467254639,579,-21.58,10,271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5734148025512695,592,-21.62,1049,248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.589862585067749,608,-21.64,1048,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.6063635349273682,629,-21.63,1048,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.6188819408416748,641,-21.63,1049,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.6390681266784668,657,-21.64,1048,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.6554672718048096,674,-21.63,8,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.6721365451812744,691,-21.62,1048,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.6878275871276855,707,-21.63,1048,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.7045886516571045,723,-21.63,104,-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.7205469608306885,740,-2.00,1047,-53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.7332689762115479,757,-21.61,1045,-89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.7498478889465332,772,-21.55,1046,-120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.7659420967102051,789,0.00,1044,-155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.7823226451873779,805,-21.55,1023,-187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.798769474029541,821,-21.11,1042,-218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.8231894969940186,838,-21.50,103,-249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.8395867347717285,857,-21.34,1022,-283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.8520252704620361,873,-21.09,1011,-310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.8722386360168457,891,-20.87,1010,-338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.8845078945159912,907,-20.85,1009,-362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.9008758068084717,923,-20.83,1019,-383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.9171607494354248,939,-21.02,1018,-400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.9335427284240723,954,-21.01,1017,-400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.9463436603546143,971,-20.99,1017,-400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.9664506912231445,987,-20.98,1017,-400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.9828355312347412,1004,-20.98,1016,-400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.9993271827697754,1021,-20.97,1014,-400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.015857458114624,1033,-20.92,1015,-400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.032045841217041,1054,-20.94,1015,-400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0486156940460205,1066,-20.00,101,-400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0649025440216064,1082,-20.57,997,-400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0775628089904785,1099,-20.57,997,-400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0936379432678223,1115,-20.57,997,-400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.109734058380127,1130,-20.58,998,-400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.1260221004486084,1147,-20.69,1003,-400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.138566255569458,1163,-20.71,1004,-400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.1549789905548096,1179,-20.72,1008,-400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.1715993881225586,1196,-20.87,1013,-400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.1877217292785645,1211,-20.89,1014,-396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.2042927742004395,1224,-20.92,1015,-379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.2243900299072266,1241,-20.94,1018,-356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.240868330001831,1257,-21.00,102,-332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.2574126720428467,1278,-21.09,1026,-298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.2737975120544434,1295,-21.18,1029,-269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.290116310119629,1313,-21.23,10,-236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.3065156936645508,1328,-21.33,1036,-208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.3233144283294678,1341,-21.39,10,-183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.3396434783935547,1362,-21.46,1042,-141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.3558049201965332,1378,-21.52,1046,-108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.372230052947998,1396,-21.59,1047,-70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.3886020183563232,1408,-21.61,1047,-45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.409421443939209,1424,-21.61,1047,-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.4255495071411133,1448,-21.86,1061,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.441884994506836,1463,-21.89,1063,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.4580440521240234,1480,-21.93,1063,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.4748332500457764,1497,-21.93,1063,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.4909782409667969,1513,-21.93,1063,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.5072154998779297,1530,-21.93,1067,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.523665189743042,1545,-22.02,1068,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.5400581359863281,1557,-22.04,1069,257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.5564191341400146,1574,0.00,1070,287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.5727062225341797,1590,-22.00,1071,314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
